COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SKYW    106.60  Oct  87.5    27.40   10.3   12.2   10.3   12.2  79.30 114.75  0.26  0.08    79    70    42     4.5     5.4  79.30    22/   15
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GS      585.48  Jan+ 555     40.70    1.8   13.8    1.8   13.8 544.88 595.55  0.07  0.02    79    72    43     0.5     3.9 544.88    22/   58
LPX     112.83  Jun  97.5    20.20    5.1    9.8    5.1    9.8  92.73 117.55  0.18  0.04    79    73    43     1.7     3.3  92.73    15/   62
PEGA     94.59  Jun  80      20.70    8.1   15.6    8.1   15.6  73.99 100.55  0.22  0.06    79    71    42     3.4     6.6  73.99    31/   17
SFM     147.79  Jan'27 115   53.60   21.9   10.5   21.9   10.5  94.29 168.45  0.36  0.14    79    67    41    12.1     5.8  94.29    39/   58
NAIL    111.65  Mar  89      30.50    9.5   35.3    9.5   35.3  81.25 119.35  0.27  0.07    79    72    43     3.8    14.1  81.25     5/   41
AXON    644.91  Jan'27 490  259.00   26.9   12.9   26.9   12.9 386.01 748.85  0.40  0.16    79    67    41    15.3     7.3 386.01    38/   61
AXON    644.91  Jan'26 520  201.50   17.2   15.8   17.2   15.8 443.51 721.35  0.31  0.12    79    68    40     9.3     8.5 443.51    41/   61
PAGS      7.05  Jan'26 5      2.70   11.2   10.3   11.2   10.3   4.45   7.55  0.37  0.07    79    73    45     3.8     3.5   4.45     9/   81
TSLA    436.23  Feb  375     86.15    7.1   36.9    7.1   36.9 350.18 461.00  0.20  0.06    79    71    42     2.9    14.9 350.18    16/   66
GS      585.48  Jan  560     35.60    1.8   18.9    1.8   18.9 549.98 595.45  0.06  0.02    79    72    41     0.7     7.0 549.98    18/   58
UPS     128.76  Jan+ 123      9.10    2.7   19.8    2.7   19.8 119.76 131.95  0.07  0.02    79    70    39     1.2     8.7 119.76    46/   58
MTN     190.42  Apr  175     21.80    3.7   10.8    3.7   10.8 168.72 196.65  0.11  0.03    79    71    41     1.4     4.2 168.72   -22/   46
MPWR    608.44  Jun  500    152.00    9.5   18.4    9.5   18.4 456.54 651.85  0.25  0.07    79    71    42     4.2     8.1 456.54    19/   81
UPS     128.76  Mar  120     12.70    3.3   12.2    3.3   12.2 116.16 132.55  0.10  0.03    79    71    41     1.3     5.0 116.16    25/   58
PTON      9.58  Jul  7        3.80   18.2   30.6   18.2   30.6   5.88  10.65  0.39  0.11    79    70    43     9.0    15.1   5.88    10/   20
ENPH     73.78  Feb  65      14.05    8.6   44.6    8.6   44.6  59.83  78.90  0.19  0.07    79    69    40     4.0    21.0  59.83    18/   43
PENN     20.79  Apr  17.5     4.35    5.5   16.1    5.5   16.1  16.54  21.70  0.20  0.04    79    73    44     1.6     4.6  16.54     9/   61
PODD    269.34  Dec'25 230   64.00   11.9   11.7   11.9   11.7 205.44 293.85  0.24  0.09    79    68    40     6.0     5.9 205.44    24/   15
ASO      54.31  Jun  47.5    10.40    7.8   15.1    7.8   15.1  44.01  57.75  0.19  0.06    79    69    41     3.5     6.7  44.01   -13/   22
DSGX    119.73  Mar  110     13.00    2.9   10.9    2.9   10.9 106.83 122.85  0.11  0.03    79    73    43     0.9     3.5 106.83     8/    9
OLLI    112.77  Jan'26 95    27.70   11.5   10.5   11.5   10.5  85.17 122.55  0.24  0.09    79    69    41     5.5     5.0  85.17   -13/   20
SPXL    185.42  Jan'26 179   38.50   21.7   19.9   21.7   19.9 147.02 217.35  0.21  0.17    79    55    29    12.4    11.3 147.02    33/    1
CENX     20.87  Jan'27 12    11.40   24.9   11.9   24.9   11.9   9.57  23.25  0.54  0.11    79    72    45    12.6     6.0   9.57     6/   45
DE      440.44  Sep  410     61.05    8.0   10.5    8.0   10.5 379.49 470.90  0.14  0.07    79    65    36     4.2     5.5 379.49    24/   18
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ESTC    104.05  Mar  95      15.70    7.3   27.4    7.3   27.4  88.45 110.55  0.15  0.06    79    67    38     3.6    13.3  88.45    26/    3
OXY      47.64  May  42.5     7.15    4.6   10.9    4.6   10.9  40.59  49.50  0.15  0.04    79    72    42     1.6     3.7  40.59    20/   51
TSLA    436.23  Jan+ 395     50.70    2.4   42.0    2.4   42.0 385.63 445.55  0.12  0.02    79    74    44     0.5     8.0 385.63     4/   66
AVAV    156.50  Jan'27 110   69.00   25.5   12.2   25.5   12.2  87.60 178.85  0.44  0.14    79    69    43    14.1     6.7  87.60     8/   68
SOXX    223.30  Mar  205     25.40    3.5   13.1    3.5   13.1 198.00 230.25  0.11  0.03    79    71    42     1.2     4.5 198.00    15/   35
MOD     132.07  Jan'27 95    62.50   36.3   17.4   36.3   17.4  69.67 157.35  0.47  0.19    79    66    41    20.8     9.9  69.67    16/   71
LC       16.56  Jul  13       4.70    8.3   13.9    8.3   13.9  11.96  17.55  0.28  0.06    79    73    44     3.0     5.1  11.96    18/   38
MOD     132.07  Jan'26 100   49.00   20.2   18.5   20.2   18.5  83.17 148.85  0.37  0.13    79    68    42    10.4     9.5  83.17    15/   71
CPRT     61.23  Jun  57.5     7.30    6.3   12.2    6.3   12.2  54.03  64.65  0.12  0.06    79    66    36     3.2     6.2  54.03    19/   15
DECK    206.63  Mar  190     26.60    5.5   20.3    5.5   20.3 180.13 216.45  0.13  0.05    79    69    39     2.6     9.6 180.13    25/   30
FUTU     86.54  Feb  73.1    16.80    4.5   23.6    4.5   23.6  69.84  89.70  0.19  0.04    79    74    45     1.2     6.2  69.84   -10/   64
SPXL    185.42  Jan'26 178   39.10   21.5   19.7   21.5   19.7 146.42 216.95  0.21  0.17    79    56    30    12.4    11.4 146.42    33/    1
DT       54.41  Dec'25 47.5  11.60   10.6   10.4   10.6   10.4  42.91  58.95  0.21  0.08    79    68    39     5.4     5.3  42.91    26/    4
DELL    118.45  Jan  110     10.75    2.0   20.8    2.0   20.8 107.80 120.60  0.09  0.02    79    74    44     0.5     4.8 107.80   -10/   51
CRC      54.92  Apr  47.5     9.50    4.2   12.4    4.2   12.4  45.52  56.85  0.17  0.04    79    73    44     1.1     3.1  45.52    12/   69
PODD    269.34  Jun  240     46.90    7.8   15.1    7.8   15.1 222.54 286.75  0.17  0.06    79    68    40     3.6     7.0 222.54    23/   15
BA      169.65  Feb  155     20.60    3.9   20.3    3.9   20.3 149.15 175.45  0.12  0.03    79    72    42     1.5     7.9 149.15    13/   62
SPLG     71.09  Jun  68       5.60    3.6    6.9    3.6    6.9  65.59  73.45  0.08  0.03    79    67    37     1.7     3.3  65.59    35/    3
LOVE     26.34  Jul  20       8.60   11.8   19.9   11.8   19.9  17.84  28.45  0.32  0.08    79    72    44     5.2     8.7  17.84   -15/   37
OLLI    112.77  Jan'27 90    37.00   18.6    8.9   18.6    8.9  75.87 126.85  0.33  0.12    79    68    40    10.0     4.8  75.87   -10/   20
ELV     381.41  Jun  330     67.00    4.9    9.5    4.9    9.5 314.51 396.85  0.18  0.04    79    73    43     1.7     3.2 314.51    30/   93
ENPH     73.78  Jan+ 64      12.05    3.4   25.5    3.4   25.5  61.83  75.90  0.16  0.03    79    74    45     0.6     4.5  61.83    10/   43
PTIR    134.81  Jul  88      61.10   19.2   32.2   19.2   32.2  73.81 148.95  0.45  0.10    79    72    45     9.3    15.6  73.81    -2/  100
PTIR    134.81  Jul  89      60.80   20.0   33.7   20.0   33.7  74.11 149.65  0.45  0.11    79    71    44     9.8    16.5  74.11    -1/  100
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PTIR    134.81  Jul  87      61.60   18.6   31.3   18.6   31.3  73.31 148.45  0.46  0.10    79    72    45     9.0    15.2  73.31    -2/  100
CVNA    248.25  Jan+ 230     22.60    1.9   24.3    1.9   24.3 225.75 252.45  0.09  0.02    79    74    44     0.3     3.4 225.75     5/    1
PEN     245.55  Jul  200     60.50    8.0   13.4    8.0   13.4 185.15 260.35  0.25  0.06    79    72    43     3.0     5.1 185.15    14/   51
BIDU     90.82  Mar  80      14.35    4.4   16.4    4.4   16.4  76.57  94.20  0.16  0.04    79    73    43     1.5     5.5  76.57    -0/   22
PEN     245.55  Dec'25 190   76.60   12.4   12.2   12.4   12.2 169.05 266.45  0.31  0.09    79    71    43     5.6     5.5 169.05    18/   51
PTIR    134.81  Apr  95      49.10   10.7   31.1   10.7   31.1  85.81 143.95  0.36  0.07    79    73    45     3.7    10.8  85.81    -5/  100
WCC     190.79  Mar  175     23.50    4.5   16.8    4.5   16.8 167.39 198.35  0.12  0.04    79    70    41     1.8     6.7 167.39    13/    2
PTIR    134.81  Jul  91      59.80   21.1   35.5   21.1   35.5  75.11 150.65  0.44  0.12    79    70    44    10.3    17.3  75.11    -1/  100
ESTC    104.05  May  90      19.50    6.3   14.8    6.3   14.8  84.65 109.35  0.19  0.05    79    71    42     2.5     5.9  84.65    10/    3
OLLI    112.77  Jun  100     20.10    7.7   14.9    7.7   14.9  92.77 119.95  0.18  0.06    79    69    40     3.6     7.0  92.77   -13/   20
PTIR    134.81  Jul  90      60.20   20.4   34.3   20.4   34.3  74.71 150.05  0.45  0.11    79    71    44     9.9    16.6  74.71    -1/  100
LLY     789.12  Mar  700    116.55    4.1   15.1    4.1   15.1 672.67 816.40  0.15  0.03    79    73    43     1.3     5.0 672.67    10/   95
AVAV    156.50  Jan'26 120   52.50   15.2   13.9   15.2   13.9 104.10 172.35  0.33  0.10    79    70    43     7.2     6.6 104.10     5/   68
NAIL    111.65  Mar  88      31.00    8.9   33.2    8.9   33.2  80.75 118.85  0.28  0.06    79    73    44     3.5    13.2  80.75     6/   41
LDOS    153.16  Dec'25 130   34.20    9.1    9.0    9.1    9.0 119.06 164.05  0.22  0.07    79    70    41     4.1     4.1 119.06    29/   74
CAL      25.01  Oct  20       7.00   10.2   12.0   10.2   12.0  18.11  26.85  0.28  0.07    79    71    43     4.3     5.1  18.11     6/   48
LABU    102.11  Jan  87      18.25    3.6   37.1    3.6   37.1  83.96 105.10  0.18  0.03    79    74    45     0.5     4.9  83.96     7/   26
LDOS    153.16  Nov  130     32.80    7.9    8.4    7.9    8.4 120.46 162.65  0.21  0.06    79    71    42     3.2     3.4 120.46    26/   74
MPWR    608.44  Dec'25 470  201.00   15.3   15.1   15.3   15.1 407.54 670.85  0.33  0.10    79    70    42     7.5     7.4 407.54    17/   81
VRTX    463.73  Jan+ 425     47.30    2.0   26.4    2.0   26.4 416.53 472.15  0.10  0.02    79    75    45     0.3     4.3 416.53     8/  100
TSLA    436.23  Jan+ 390     57.65    3.0   38.8    3.0   38.8 378.68 447.50  0.13  0.03    79    74    44     0.7     8.8 378.68     6/   66
DE      440.44  Mar  420     37.15    4.1   15.3    4.1   15.3 403.39 457.00  0.08  0.04    79    67    37     2.0     7.5 403.39    22/   18
DVA     152.73  Jan'26 130   37.90   13.1   12.0   13.1   12.0 114.93 167.75  0.25  0.10    79    68    40     6.7     6.1 114.93    25/   61
AVAV    156.50  Jun  125     39.40    6.6   12.8    6.6   12.8 117.20 164.25  0.25  0.05    79    74    45     2.1     4.1 117.20    -1/   68
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
WWW      23.51  Mar  20       4.50    4.4   16.4    4.4   16.4  19.11  24.35  0.19  0.04    79    74    45     1.1     4.0  19.11     8/   14
XLI     137.43  Jun  130     11.95    3.5    6.7    3.5    6.7 125.58 141.80  0.09  0.03    79    69    39     1.6     3.1 125.58    35/   44
AIT     262.07  Feb  240     28.40    2.6   13.8    2.6   13.8 233.77 268.25  0.11  0.02    79    73    43     0.7     3.7 233.77    11/   67
INTU    656.45  Jun  610     87.80    7.2   14.0    7.2   14.0 568.75 697.65  0.13  0.06    79    66    37     3.7     7.1 568.75    19/   16
CDNS    306.75  Jan'27 250  100.00   20.8   10.0   20.8   10.0 206.85 349.85  0.33  0.14    79    66    40    11.3     5.4 206.85    27/   64
MSTR    408.67  Jan+ 335     90.70    5.3   69.2    5.3   69.2 318.07 425.55  0.22  0.04    79    74    45     1.4    18.0 318.07   -15/   91
WSM     195.63  Sep  170     44.70   12.5   16.3   12.5   16.3 151.03 214.55  0.23  0.10    79    67    39     6.6     8.7 151.03    18/   47
IONQ     33.83  Jan+ 26       9.15    4.7   41.0    4.7   41.0  24.78  35.00  0.27  0.03    79    76    46     0.4     3.9  24.78     2/   89
DOCS     52.14  Nov  42.5    15.60   15.9   16.9   15.9   16.9  36.64  57.95  0.30  0.11    79    68    41     8.2     8.7  36.64    27/   40
WAL      89.70  Jan'26 75    23.10   12.4   11.3   12.4   11.3  66.70  97.95  0.26  0.09    79    69    41     6.1     5.5  66.70    11/   37
DAL      61.52  Jan+ 56       7.05    2.5   22.0    2.5   22.0  54.57  62.90  0.11  0.02    79    73    44     0.4     3.9  54.57    24/   86
FIS      84.10  Jun  77.5    10.80    5.5   10.7    5.5   10.7  73.40  88.15  0.13  0.05    79    68    39     2.5     4.9  73.40    30/   22
MCK     576.24  Feb  540     49.90    2.6   13.4    2.6   13.4 526.44 589.75  0.09  0.02    79    72    42     0.8     4.4 526.44    31/   85
XPO     156.30  Sep  120     46.50    9.1   11.9    9.1   11.9 109.90 166.35  0.30  0.06    79    73    44     3.4     4.4 109.90    10/   98
FOUR    101.85  Jan'26 82.5  31.20   16.5   15.1   16.5   15.1  70.75 113.55  0.31  0.11    79    68    40     8.7     8.0  70.75    17/    8
ARGX    607.20  May  520    118.00    6.3   14.8    6.3   14.8 489.30 637.85  0.19  0.05    79    72    43     2.5     5.8 489.30    22/   51
TECL     99.30  Mar  83      20.90    5.7   21.1    5.7   21.1  78.50 103.75  0.21  0.04    79    73    44     1.8     6.6  78.50    13/   24
FOUR    101.85  Jul  85      24.40    9.5   16.1    9.5   16.1  77.55 109.25  0.24  0.07    79    71    42     4.4     7.5  77.55    14/    8
CVLT    168.69  Apr  140     35.20    4.8   13.9    4.8   13.9 133.59 175.05  0.21  0.04    79    74    45     1.2     3.5 133.59    16/   95
MCK     576.24  Jun  520     81.00    5.0    9.6    5.0    9.6 495.34 600.85  0.14  0.04    79    71    41     2.1     4.0 495.34    35/   85
TECL     99.30  Mar  84      20.70    6.7   24.8    6.7   24.8  78.70 104.55  0.21  0.05    79    72    43     2.5     9.2  78.70    14/   24
MCHP     59.93  Jun  50      13.20    6.7   12.9    6.7   12.9  46.83  63.05  0.22  0.05    79    73    43     2.6     5.0  46.83    13/   87
HUBS    721.86  Jun  640    129.70    8.1   15.6    8.1   15.6 592.26 769.55  0.18  0.07    79    69    40     3.9     7.6 592.26    21/    1
NOW    1121.10  Feb  1060   104.20    4.2   22.0    4.2   22.01017.001164.05  0.09  0.04    79    68    38     2.0    10.31017.00    24/   19
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ZETA     22.32  Mar  17.5     6.30    8.3   30.7    8.3   30.7  16.12  23.65  0.28  0.06    79    72    44     2.7    10.2  16.12    -3/   83
IOT      46.08  Apr  39       9.10    5.0   14.7    5.0   14.7  37.08  47.95  0.20  0.04    79    73    44     1.5     4.3  37.08   -18/   12
IOVA      7.83  Jan'26 5      4.00   26.0   23.7   26.0   23.7   3.93   8.85  0.50  0.13    79    70    44    13.0    11.9   3.93    14/   14
NOW    1121.10  Jan+ 1060    80.80    1.9   16.3    1.9   16.31040.401140.65  0.07  0.02    79    72    43     0.5     4.31040.40     8/   19
IOT      46.08  Apr  40       9.10    7.7   22.6    7.7   22.6  37.08  48.95  0.20  0.06    79    70    41     3.5    10.1  37.08   -11/   12
SMG      75.16  Mar  67.5    10.40    4.0   14.9    4.0   14.9  64.86  77.75  0.14  0.03    79    72    43     1.4     5.1  64.86    24/   10
XOP     135.96  Mar  127     13.20    3.3   12.4    3.3   12.4 122.86 140.05  0.10  0.03    79    70    41     1.3     4.8 122.86    13/   22
RACE    454.18  Dec'25 400   89.00    9.5    9.3    9.5    9.3 365.28 488.85  0.20  0.08    79    68    39     4.7     4.7 365.28    21/   40
NVDA    134.25  Feb  120     19.15    4.1   21.5    4.1   21.5 115.20 139.00  0.14  0.04    79    72    43     1.5     7.6 115.20    13/   17
YOU      26.37  Jan'27 18    11.70   21.5   10.3   21.5   10.3  14.77  29.55  0.44  0.12    79    71    44    11.2     5.4  14.77     8/   44
RACE    454.18  Jun  410     65.10    5.3   10.3    5.3   10.3 389.18 474.95  0.14  0.05    79    70    41     2.3     4.4 389.18    13/   40
HUBS    721.86  Mar  660     94.20    5.1   19.1    5.1   19.1 627.76 754.05  0.13  0.04    79    70    40     2.2     8.2 627.76    18/    1
NVDA    134.25  Jan  124     13.60    2.7   27.6    2.7   27.6 120.75 137.45  0.10  0.02    79    72    43     0.7     7.7 120.75     7/   17
WSM     195.63  Jun  175     36.70   10.0   19.3   10.0   19.3 159.03 211.55  0.19  0.08    79    67    38     5.0     9.7 159.03    16/   47
NVDA    134.25  Mar  120     22.00    6.8   25.2    6.8   25.2 112.35 141.85  0.16  0.06    79    69    40     3.0    11.3 112.35    21/   17
WSM     195.63  May  175     33.30    7.7   18.3    7.7   18.3 162.43 208.15  0.17  0.06    79    68    40     3.6     8.5 162.43    10/   47
RBRK     72.18  Jan'27 45    36.50   25.6   12.3   25.6   12.3  35.78  81.35  0.50  0.13    79    71    45    13.3     6.4  35.78     1/   55
GOOG    191.38  Apr  175     23.95    4.4   12.9    4.4   12.9 167.53 198.80  0.12  0.04    79    70    41     1.8     5.2 167.53    24/   52
APO     176.43  Sep  150     36.90    7.4    9.6    7.4    9.6 139.63 186.75  0.21  0.06    79    71    42     2.9     3.8 139.63     0/   52
TECL     99.30  Jan'26 71    37.70   15.0   13.7   15.0   13.7  61.70 108.55  0.38  0.09    79    72    44     6.9     6.3  61.70    14/   24
TECL     99.30  Jan'26 72    37.20   15.7   14.3   15.7   14.3  62.20 109.05  0.37  0.10    79    71    44     7.2     6.6  62.20    13/   24
FOUR    101.85  Jan'27 77.5  40.20   25.4   12.2   25.4   12.2  61.75 117.55  0.39  0.15    79    67    41    14.1     6.8  61.75    20/    8
TECL     99.30  Sep  76      32.40   13.4   17.4   13.4   17.4  67.00 108.25  0.33  0.09    79    71    43     6.1     7.9  67.00    17/   24
URI     778.82  Jun  690    133.10    6.8   13.2    6.8   13.2 645.82 822.95  0.17  0.06    79    70    40     3.2     6.1 645.82    23/    5
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ROOT     76.29  Jan'27 35    51.00   37.7   18.0   37.7   18.0  25.39  85.85  0.67  0.13    79    71    47    20.3     9.7  25.39    -5/   55
NVCR     33.41  Jan'27 20    18.00   28.6   13.7   28.6   13.7  15.51  37.85  0.54  0.13    79    71    45    15.2     7.3  15.51     8/   18
AAOI     36.43  Mar  25      13.20    6.9   25.9    6.9   25.9  23.33  38.05  0.36  0.04    79    75    47     0.8     3.1  23.33    -3/   40
AX       79.62  Apr  67.5    15.40    4.9   14.2    4.9   14.2  64.32  82.75  0.19  0.04    79    74    44     1.4     4.1  64.32    13/   50
HUM     274.12  Jan  255     25.00    2.3   24.0    2.3   24.0 249.22 279.85  0.09  0.02    79    73    43     0.6     6.2 249.22    12/   90
MSI     469.79  Feb  440     39.00    2.1   11.0    2.1   11.0 430.89 478.85  0.08  0.02    79    73    43     0.6     3.3 430.89    17/   56
FIVE    103.95  Jan'27 70    47.60   23.9   11.4   23.9   11.4  56.45 117.45  0.46  0.13    79    70    44    12.4     5.9  56.45   -10/   67
AX       79.62  Jul  65      19.10    7.1   12.0    7.1   12.0  60.62  83.95  0.24  0.05    79    72    44     2.4     4.0  60.62    13/   50
RCL     245.17  Jun  210     48.95    6.9   13.4    6.9   13.4 196.32 258.80  0.20  0.06    79    71    42     2.9     5.5 196.32    25/   23
MDB     267.19  Mar  230     51.00    6.3   23.5    6.3   23.5 216.29 280.85  0.19  0.05    79    72    42     2.6     9.5 216.29   -17/   28
AX       79.62  Jun  65      18.60    6.3   12.1    6.3   12.1  61.12  83.45  0.23  0.05    79    74    44     2.1     4.0  61.12    14/   50
HUM     274.12  Feb  250     35.00    4.5   23.4    4.5   23.4 239.22 284.85  0.13  0.04    79    71    41     1.8     9.4 239.22    15/   90
ADP     296.76  May  280     25.50    3.2    7.5    3.2    7.5 271.36 305.35  0.09  0.03    79    70    40     1.4     3.2 271.36    26/    5
UAL      95.11  Jan+ 85      12.55    2.8   24.1    2.8   24.1  82.66  97.40  0.13  0.02    79    74    45     0.4     3.7  82.66    12/   85
MCO     489.02  Dec'25 440   83.00    8.3    8.2    8.3    8.2 406.12 522.85  0.17  0.07    79    68    38     4.2     4.1 406.12    35/   24
TECL     99.30  Jun  79      27.90   10.4   20.1   10.4   20.1  71.50 106.75  0.28  0.08    79    71    43     4.6     8.8  71.50    17/   24
TECL     99.30  Apr  81      23.50    6.7   19.4    6.7   19.4  75.90 104.35  0.24  0.05    79    73    44     2.3     6.8  75.90    13/   24
FOUR    101.85  Oct  82.5    27.80   11.2   13.3   11.2   13.3  74.15 110.15  0.27  0.08    79    70    42     5.1     6.0  74.15    15/    8
AX       79.62  Jan'27 55    32.50   16.4    7.8   16.4    7.8  47.22  87.35  0.41  0.10    79    72    44     7.5     3.6  47.22    14/   50
FOUR    101.85  Sep  82.5    27.30   10.4   13.6   10.4   13.6  74.65 109.65  0.27  0.08    79    71    42     4.9     6.3  74.65    14/    8
RBRK     72.18  Jan'26 50    29.00   15.4   14.1   15.4   14.1  43.28  78.85  0.40  0.09    79    72    44     7.0     6.4  43.28     4/   55
TECL     99.30  Jun  78      27.70    8.7   16.8    8.7   16.8  71.70 105.55  0.28  0.06    79    72    44     3.3     6.3  71.70    16/   24
INSP    187.83  Jan'26 140   70.50   19.2   17.5   19.2   17.5 117.43 210.35  0.37  0.12    79    70    42    10.1     9.2 117.43    17/   71
NVCR     33.41  Jun  25      10.80    9.9   19.0    9.9   19.0  22.71  35.65  0.32  0.07    79    73    45     3.8     7.3  22.71    -2/   18
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ROOT     76.29  Jun  50      33.00   15.1   29.2   15.1   29.2  43.39  82.85  0.43  0.09    79    73    45     6.6    12.8  43.39     3/   55
INSP    187.83  Dec'25 140   68.50   17.2   16.9   17.2   16.9 119.43 208.35  0.36  0.11    79    70    43     8.7     8.6 119.43    15/   71
ROOT     76.29  Jul  50      33.80   17.3   29.1   17.3   29.1  42.59  83.65  0.44  0.10    79    72    45     7.5    12.7  42.59     1/   55
INSP    187.83  May  155     46.80    9.8   23.2    9.8   23.2 141.13 201.65  0.25  0.07    79    70    42     4.3    10.2 141.13    15/   71
MCO     489.02  May  450     55.10    3.7    8.7    3.7    8.7 434.02 504.95  0.11  0.03    79    71    41     1.4     3.4 434.02    27/   24
URI     778.82  Sep  680    157.00    9.3   12.2    9.3   12.2 621.92 836.85  0.20  0.07    79    69    40     4.6     6.0 621.92    25/    5
NVCR     33.41  Mar  27       8.10    6.1   22.6    6.1   22.6  25.41  34.95  0.24  0.05    79    73    45     1.7     6.2  25.41   -10/   18
FCNCA  2084.62  May  1860   336.90    6.4   15.2    6.4   15.21747.822196.75  0.16  0.05    79    70    40     3.0     7.01747.82    24/   69
FRPT    146.89  Aug  120     35.90    8.0   11.9    8.0   11.9 111.09 155.75  0.24  0.06    79    72    43     3.1     4.7 111.09    19/   24
UNH     520.48  Jan+ 485     46.50    2.3   17.1    2.3   17.1 474.08 531.35  0.09  0.02    79    73    43     0.6     4.5 474.08    38/   98
FCNCA  2084.62  May  1870   330.10    6.6   15.6    6.6   15.61754.622199.95  0.16  0.06    79    69    40     3.0     7.01754.62    24/   69
ALNY    245.44  Jan'26 195   72.50   12.7   11.6   12.7   11.6 173.04 267.35  0.29  0.09    79    71    42     6.2     5.6 173.04    20/   17
ABG     253.72  Jul  210     57.50    6.9   11.7    6.9   11.7 196.32 267.35  0.23  0.05    79    72    43     2.5     4.3 196.32     1/   36
RRC      35.35  Jan'26 30     8.60   11.5   10.6   11.5   10.6  26.85  38.45  0.24  0.09    79    68    40     5.6     5.1  26.85    18/   20
ACMR     15.59  May  12.5     4.50   11.3   26.7   11.3   26.7  11.19  16.85  0.28  0.08    79    70    43     4.8    11.4  11.19    18/   24
VRT     125.78  Feb  110     21.40    5.2   27.3    5.2   27.3 104.48 131.25  0.17  0.04    79    72    43     1.9     9.9 104.48    17/   22
FCNCA  2084.62  Feb  1920   232.90    3.7   19.2    3.7   19.21851.822152.75  0.11  0.03    79    71    41     1.5     7.71851.82    20/   69
VGT     640.43  Mar  610     48.50    3.0   11.3    3.0   11.3 592.03 658.35  0.08  0.03    79    69    39     1.4     5.1 592.03    17/   10
XPO     156.30  Jun  125     39.00    6.4   12.4    6.4   12.4 117.40 163.85  0.25  0.05    79    73    45     1.8     3.4 117.40     9/   98
SSO      98.42  Jun  89      13.50    4.6    8.9    4.6    8.9  85.02 102.35  0.14  0.04    79    71    41     1.9     3.6  85.02    39/    8
FROG     30.16  Jun  25       6.70    5.9   11.4    5.9   11.4  23.56  31.55  0.22  0.05    79    73    44     1.9     3.7  23.56     3/   14
VGT     640.43  Sep  605     79.50    7.8   10.2    7.8   10.2 561.03 684.35  0.12  0.07    79    64    34     4.2     5.5 561.03    29/   10
MARA     22.73  Mar  16       8.70   12.9   48.0   12.9   48.0  14.13  24.55  0.38  0.08    79    72    45     5.1    18.8  14.13     1/   64
